CVE-2014-0101,HIGH,MEDIUM
CVE-2014-0102,MEDIUM,MEDIUM
CVE-2014-0103,LOW,MEDIUM
CVE-2014-0105,MEDIUM,HIGH
CVE-2014-0106,MEDIUM,HIGH
CVE-2014-0107,HIGH,CRITICAL
CVE-2014-0109,MEDIUM,MEDIUM
CVE-2014-0110,MEDIUM,MEDIUM
CVE-2014-0111,MEDIUM,HIGH
CVE-2014-0112,HIGH,CRITICAL
CVE-2014-0113,HIGH,CRITICAL
CVE-2014-0114,HIGH,CRITICAL
CVE-2014-0116,MEDIUM,MEDIUM
CVE-2014-0117,MEDIUM,MEDIUM
CVE-2014-0118,MEDIUM,MEDIUM
CVE-2014-0119,MEDIUM,MEDIUM
CVE-2014-0122,MEDIUM,MEDIUM
CVE-2014-0123,MEDIUM,MEDIUM
CVE-2014-0124,MEDIUM,MEDIUM
CVE-2014-0125,MEDIUM,MEDIUM
CVE-2014-0126,MEDIUM,HIGH
CVE-2014-0127,MEDIUM,MEDIUM
CVE-2014-0128,MEDIUM,HIGH
CVE-2014-0129,MEDIUM,MEDIUM
CVE-2014-0130,MEDIUM,MEDIUM
CVE-2014-0131,LOW,MEDIUM
CVE-2014-0132,MEDIUM,HIGH
CVE-2014-0133,MEDIUM,HIGH
CVE-2014-0134,LOW,MEDIUM
CVE-2014-0135,LOW,MEDIUM
CVE-2014-0136,MEDIUM,MEDIUM
CVE-2014-0137,MEDIUM,HIGH
CVE-2014-0138,MEDIUM,HIGH
CVE-2014-0139,MEDIUM,HIGH
CVE-2014-0140,MEDIUM,MEDIUM
CVE-2014-0149,MEDIUM,MEDIUM
CVE-2014-0150,MEDIUM,HIGH
CVE-2014-0151,MEDIUM,HIGH
CVE-2014-0152,MEDIUM,HIGH
CVE-2014-0153,MEDIUM,MEDIUM
CVE-2014-0154,MEDIUM,HIGH
CVE-2014-0155,MEDIUM,MEDIUM
CVE-2014-0157,MEDIUM,MEDIUM
CVE-2014-0159,MEDIUM,HIGH
CVE-2014-0160,MEDIUM,HIGH
CVE-2014-0162,MEDIUM,HIGH
CVE-2014-0164,LOW,MEDIUM
CVE-2014-0165,MEDIUM,MEDIUM
CVE-2014-0166,MEDIUM,HIGH
CVE-2014-0167,MEDIUM,HIGH
CVE-2014-0168,MEDIUM,HIGH
CVE-2014-0170,MEDIUM,MEDIUM
CVE-2014-0171,MEDIUM,HIGH
CVE-2014-0172,MEDIUM,HIGH
CVE-2014-0173,MEDIUM,MEDIUM
CVE-2014-0174,MEDIUM,MEDIUM
CVE-2014-0176,MEDIUM,MEDIUM
CVE-2014-0177,LOW,MEDIUM
CVE-2014-0178,LOW,MEDIUM
CVE-2014-0179,LOW,MEDIUM
CVE-2014-0180,MEDIUM,HIGH
CVE-2014-0181,LOW,MEDIUM
CVE-2014-0182,HIGH,CRITICAL
CVE-2014-0184,MEDIUM,MEDIUM
CVE-2014-0185,HIGH,HIGH
CVE-2014-0186,MEDIUM,HIGH
CVE-2014-0187,HIGH,HIGH
CVE-2014-0188,HIGH,CRITICAL
CVE-2014-0189,LOW,MEDIUM
CVE-2014-0190,MEDIUM,MEDIUM
CVE-2014-0191,MEDIUM,MEDIUM
CVE-2014-0192,MEDIUM,HIGH
CVE-2014-0193,MEDIUM,HIGH
CVE-2014-0195,MEDIUM,HIGH
CVE-2014-0196,MEDIUM,HIGH
CVE-2014-0198,MEDIUM,MEDIUM
CVE-2014-0199,LOW,MEDIUM
CVE-2014-0200,LOW,MEDIUM
CVE-2014-0201,LOW,MEDIUM
CVE-2014-0202,LOW,MEDIUM
CVE-2014-0203,MEDIUM,MEDIUM
CVE-2014-0204,MEDIUM,HIGH
CVE-2014-0205,MEDIUM,HIGH
CVE-2014-0206,LOW,MEDIUM
CVE-2014-0207,MEDIUM,MEDIUM
CVE-2014-0209,MEDIUM,HIGH
CVE-2014-0210,HIGH,CRITICAL
CVE-2014-0211,HIGH,CRITICAL
CVE-2014-0213,MEDIUM,HIGH
CVE-2014-0214,MEDIUM,HIGH
CVE-2014-0215,MEDIUM,MEDIUM
CVE-2014-0216,MEDIUM,HIGH
CVE-2014-0217,MEDIUM,MEDIUM
CVE-2014-0218,MEDIUM,MEDIUM
CVE-2014-0220,MEDIUM,MEDIUM
CVE-2014-0221,MEDIUM,MEDIUM
CVE-2014-0222,HIGH,CRITICAL
CVE-2014-0223,MEDIUM,HIGH
CVE-2014-0224,MEDIUM,HIGH
CVE-2014-0226,MEDIUM,HIGH
CVE-2014-0227,MEDIUM,HIGH
CVE-2014-0228,LOW,MEDIUM
CVE-2014-0230,HIGH,HIGH
CVE-2014-0231,MEDIUM,HIGH
CVE-2014-0232,MEDIUM,MEDIUM
CVE-2014-0233,MEDIUM,HIGH
CVE-2014-0237,MEDIUM,HIGH
CVE-2014-0238,MEDIUM,HIGH
CVE-2014-0239,MEDIUM,HIGH
CVE-2014-0240,MEDIUM,MEDIUM
CVE-2014-0244,LOW,MEDIUM
CVE-2014-0246,MEDIUM,MEDIUM
CVE-2014-0247,HIGH,CRITICAL
CVE-2014-0248,MEDIUM,HIGH
CVE-2014-0249,LOW,MEDIUM
CVE-2014-0250,HIGH,CRITICAL
CVE-2014-0251,HIGH,HIGH
CVE-2014-0253,MEDIUM,HIGH
CVE-2014-0254,HIGH,HIGH
CVE-2014-0255,MEDIUM,HIGH
CVE-2014-0256,MEDIUM,HIGH
CVE-2014-0257,HIGH,HIGH
CVE-2014-0258,HIGH,HIGH
CVE-2014-0259,HIGH,HIGH
CVE-2014-0260,HIGH,HIGH
CVE-2014-0261,MEDIUM,MEDIUM
CVE-2014-0262,HIGH,HIGH
CVE-2014-0263,HIGH,HIGH
CVE-2014-0266,HIGH,MEDIUM
CVE-2014-0267,HIGH,HIGH
CVE-2014-0268,MEDIUM,MEDIUM
CVE-2014-0269,HIGH,HIGH
CVE-2014-0270,HIGH,HIGH
CVE-2014-0271,HIGH,HIGH
CVE-2014-0272,HIGH,HIGH
CVE-2014-0273,HIGH,HIGH
CVE-2014-0274,HIGH,HIGH
CVE-2014-0275,HIGH,HIGH
CVE-2014-0276,HIGH,HIGH
CVE-2014-0277,HIGH,HIGH
CVE-2014-0278,HIGH,HIGH
CVE-2014-0279,HIGH,HIGH
CVE-2014-0280,HIGH,HIGH
CVE-2014-0281,HIGH,HIGH
CVE-2014-0282,HIGH,HIGH
CVE-2014-0283,HIGH,HIGH
CVE-2014-0284,HIGH,HIGH
CVE-2014-0285,HIGH,HIGH
CVE-2014-0286,HIGH,HIGH
CVE-2014-0287,HIGH,HIGH
CVE-2014-0288,HIGH,HIGH
CVE-2014-0289,HIGH,HIGH
CVE-2014-0290,HIGH,HIGH
CVE-2014-0293,MEDIUM,MEDIUM
CVE-2014-0294,HIGH,CRITICAL
CVE-2014-0295,MEDIUM,MEDIUM
CVE-2014-0296,MEDIUM,HIGH
CVE-2014-0297,HIGH,HIGH
CVE-2014-0298,HIGH,HIGH
CVE-2014-0299,HIGH,HIGH
CVE-2014-0300,HIGH,HIGH
CVE-2014-0301,HIGH,HIGH
CVE-2014-0302,HIGH,HIGH
CVE-2014-0303,HIGH,HIGH
CVE-2014-0304,HIGH,HIGH
CVE-2014-0305,HIGH,HIGH
CVE-2014-0306,HIGH,HIGH
CVE-2014-0307,HIGH,HIGH
CVE-2014-0308,HIGH,HIGH
CVE-2014-0309,HIGH,HIGH
CVE-2014-0310,HIGH,HIGH
CVE-2014-0311,HIGH,HIGH
CVE-2014-0312,HIGH,HIGH
CVE-2014-0313,HIGH,HIGH
CVE-2014-0314,HIGH,HIGH
CVE-2014-0315,MEDIUM,HIGH
CVE-2014-0316,HIGH,CRITICAL
CVE-2014-0317,MEDIUM,MEDIUM
CVE-2014-0318,HIGH,HIGH
CVE-2014-0319,HIGH,MEDIUM
CVE-2014-0321,HIGH,HIGH
CVE-2014-0322,HIGH,HIGH
CVE-2014-0323,MEDIUM,HIGH
CVE-2014-0324,HIGH,HIGH
CVE-2014-0325,HIGH,HIGH
CVE-2014-0326,HIGH,HIGH
CVE-2014-0327,HIGH,HIGH
CVE-2014-0328,HIGH,HIGH
CVE-2014-0329,HIGH,HIGH
CVE-2014-0330,MEDIUM,MEDIUM
CVE-2014-0331,MEDIUM,MEDIUM
CVE-2014-0332,MEDIUM,MEDIUM
CVE-2014-0333,MEDIUM,HIGH
CVE-2014-0334,LOW,MEDIUM
CVE-2014-0335,MEDIUM,MEDIUM
CVE-2014-0336,MEDIUM,HIGH
CVE-2014-0337,MEDIUM,MEDIUM
CVE-2014-0338,MEDIUM,MEDIUM
CVE-2014-0339,MEDIUM,MEDIUM
CVE-2014-0341,LOW,MEDIUM
CVE-2014-0342,HIGH,CRITICAL
CVE-2014-0343,MEDIUM,HIGH
CVE-2014-0344,MEDIUM,HIGH
CVE-2014-0347,LOW,MEDIUM
CVE-2014-0348,LOW,MEDIUM
CVE-2014-0349,HIGH,CRITICAL
CVE-2014-0350,MEDIUM,HIGH
CVE-2014-0351,MEDIUM,HIGH
CVE-2014-0353,MEDIUM,MEDIUM
CVE-2014-0354,HIGH,HIGH
CVE-2014-0355,HIGH,HIGH
CVE-2014-0356,HIGH,HIGH
CVE-2014-0357,MEDIUM,HIGH
CVE-2014-0358,HIGH,HIGH
CVE-2014-0359,HIGH,HIGH
CVE-2014-0361,LOW,MEDIUM
CVE-2014-0362,MEDIUM,MEDIUM
CVE-2014-0363,MEDIUM,HIGH
CVE-2014-0364,MEDIUM,MEDIUM
CVE-2014-0366,MEDIUM,MEDIUM
CVE-2014-0367,MEDIUM,MEDIUM
CVE-2014-0368,MEDIUM,MEDIUM
CVE-2014-0369,MEDIUM,MEDIUM
CVE-2014-0370,LOW,MEDIUM
CVE-2014-0371,LOW,MEDIUM
CVE-2014-0372,MEDIUM,MEDIUM
CVE-2014-0373,HIGH,CRITICAL
CVE-2014-0374,MEDIUM,MEDIUM
CVE-2014-0375,MEDIUM,MEDIUM
CVE-2014-0376,MEDIUM,MEDIUM
CVE-2014-0377,MEDIUM,MEDIUM
CVE-2014-0378,MEDIUM,HIGH
CVE-2014-0379,MEDIUM,MEDIUM
CVE-2014-0380,MEDIUM,MEDIUM
CVE-2014-0381,LOW,MEDIUM
CVE-2014-0382,MEDIUM,MEDIUM
CVE-2014-0383,LOW,MEDIUM
CVE-2014-0384,MEDIUM,MEDIUM
CVE-2014-0385,HIGH,HIGH
CVE-2014-0386,MEDIUM,MEDIUM
CVE-2014-0387,HIGH,HIGH
CVE-2014-0388,MEDIUM,MEDIUM
CVE-2014-0389,MEDIUM,MEDIUM
CVE-2014-0390,MEDIUM,MEDIUM
CVE-2014-0391,MEDIUM,MEDIUM
CVE-2014-0392,MEDIUM,MEDIUM
CVE-2014-0393,LOW,MEDIUM
CVE-2014-0394,MEDIUM,MEDIUM
CVE-2014-0395,MEDIUM,MEDIUM
CVE-2014-0396,MEDIUM,MEDIUM
CVE-2014-0397,HIGH,CRITICAL
CVE-2014-0398,MEDIUM,MEDIUM
CVE-2014-0399,MEDIUM,MEDIUM
CVE-2014-0400,MEDIUM,MEDIUM
CVE-2014-0401,MEDIUM,MEDIUM
CVE-2014-0402,MEDIUM,MEDIUM
CVE-2014-0403,MEDIUM,MEDIUM
CVE-2014-0404,LOW,MEDIUM
CVE-2014-0405,LOW,MEDIUM
CVE-2014-0406,LOW,MEDIUM
CVE-2014-0407,LOW,MEDIUM
CVE-2014-0408,HIGH,HIGH
CVE-2014-0410,HIGH,CRITICAL
CVE-2014-0411,MEDIUM,MEDIUM
CVE-2014-0412,MEDIUM,MEDIUM
CVE-2014-0413,MEDIUM,MEDIUM
CVE-2014-0414,MEDIUM,MEDIUM
CVE-2014-0415,HIGH,CRITICAL
CVE-2014-0416,MEDIUM,MEDIUM
CVE-2014-0417,HIGH,HIGH
CVE-2014-0418,MEDIUM,HIGH
CVE-2014-0419,MEDIUM,HIGH
CVE-2014-0420,LOW,MEDIUM
CVE-2014-0421,MEDIUM,HIGH
CVE-2014-0422,HIGH,CRITICAL
CVE-2014-0423,MEDIUM,MEDIUM
CVE-2014-0424,HIGH,CRITICAL
CVE-2014-0425,MEDIUM,MEDIUM
CVE-2014-0426,MEDIUM,MEDIUM
CVE-2014-0427,LOW,MEDIUM
CVE-2014-0428,HIGH,CRITICAL
CVE-2014-0429,HIGH,CRITICAL
CVE-2014-0430,LOW,MEDIUM
CVE-2014-0431,LOW,MEDIUM
CVE-2014-0432,HIGH,HIGH
CVE-2014-0433,MEDIUM,MEDIUM
CVE-2014-0434,MEDIUM,MEDIUM
CVE-2014-0435,MEDIUM,MEDIUM
CVE-2014-0436,MEDIUM,MEDIUM
CVE-2014-0437,LOW,MEDIUM
CVE-2014-0438,MEDIUM,MEDIUM
CVE-2014-0439,MEDIUM,MEDIUM
CVE-2014-0440,MEDIUM,MEDIUM
CVE-2014-0441,MEDIUM,MEDIUM
CVE-2014-0442,MEDIUM,HIGH
CVE-2014-0443,MEDIUM,MEDIUM
CVE-2014-0444,LOW,MEDIUM
CVE-2014-0445,MEDIUM,MEDIUM
CVE-2014-0446,HIGH,CRITICAL
CVE-2014-0447,MEDIUM,MEDIUM
CVE-2014-0448,HIGH,HIGH
CVE-2014-0449,MEDIUM,MEDIUM
CVE-2014-0450,MEDIUM,MEDIUM
CVE-2014-0451,HIGH,CRITICAL
CVE-2014-0452,HIGH,CRITICAL
CVE-2014-0453,MEDIUM,MEDIUM
CVE-2014-0454,HIGH,CRITICAL
CVE-2014-0455,HIGH,HIGH
CVE-2014-0456,HIGH,CRITICAL
CVE-2014-0457,HIGH,CRITICAL
CVE-2014-0458,HIGH,CRITICAL
CVE-2014-0459,MEDIUM,MEDIUM
CVE-2014-0460,MEDIUM,MEDIUM
CVE-2014-0461,HIGH,HIGH
CVE-2014-0462,HIGH,CRITICAL
CVE-2014-0463,MEDIUM,MEDIUM
CVE-2014-0464,MEDIUM,MEDIUM
CVE-2014-0465,LOW,MEDIUM
CVE-2014-0466,MEDIUM,HIGH
CVE-2014-0467,MEDIUM,HIGH
CVE-2014-0469,MEDIUM,HIGH
CVE-2014-0470,HIGH,HIGH
CVE-2014-0471,MEDIUM,HIGH
CVE-2014-0472,MEDIUM,HIGH
CVE-2014-0473,MEDIUM,HIGH
CVE-2014-0474,HIGH,CRITICAL
CVE-2014-0475,MEDIUM,HIGH
CVE-2014-0476,LOW,MEDIUM
CVE-2014-0477,MEDIUM,HIGH
CVE-2014-0478,MEDIUM,MEDIUM
CVE-2014-0479,MEDIUM,HIGH
CVE-2014-0480,MEDIUM,MEDIUM
CVE-2014-0481,MEDIUM,MEDIUM
CVE-2014-0482,MEDIUM,HIGH
CVE-2014-0483,LOW,MEDIUM
CVE-2014-0484,HIGH,HIGH
CVE-2014-0485,HIGH,CRITICAL
CVE-2014-0487,HIGH,CRITICAL
CVE-2014-0488,MEDIUM,HIGH
CVE-2014-0489,HIGH,CRITICAL
CVE-2014-0490,HIGH,CRITICAL
CVE-2014-0491,HIGH,CRITICAL
CVE-2014-0492,HIGH,CRITICAL
CVE-2014-0493,HIGH,CRITICAL
CVE-2014-0494,HIGH,CRITICAL
CVE-2014-0495,HIGH,CRITICAL
CVE-2014-0496,HIGH,CRITICAL
CVE-2014-0497,HIGH,CRITICAL
CVE-2014-0498,HIGH,CRITICAL
CVE-2014-0499,HIGH,HIGH
CVE-2014-0500,HIGH,CRITICAL
CVE-2014-0501,HIGH,CRITICAL
CVE-2014-0502,HIGH,CRITICAL
CVE-2014-0503,MEDIUM,HIGH
CVE-2014-0504,MEDIUM,HIGH
CVE-2014-0505,HIGH,CRITICAL
CVE-2014-0506,HIGH,CRITICAL
CVE-2014-0507,HIGH,HIGH
CVE-2014-0508,MEDIUM,HIGH
CVE-2014-0509,MEDIUM,MEDIUM
CVE-2014-0510,HIGH,CRITICAL
CVE-2014-0511,HIGH,CRITICAL
CVE-2014-0512,HIGH,CRITICAL
CVE-2014-0513,HIGH,CRITICAL
CVE-2014-0514,HIGH,HIGH
CVE-2014-0515,HIGH,CRITICAL
CVE-2014-0516,HIGH,CRITICAL
CVE-2014-0517,HIGH,CRITICAL
CVE-2014-0518,HIGH,CRITICAL
CVE-2014-0519,HIGH,CRITICAL
CVE-2014-0520,HIGH,CRITICAL
CVE-2014-0521,MEDIUM,MEDIUM
CVE-2014-0522,HIGH,CRITICAL
CVE-2014-0523,HIGH,CRITICAL
CVE-2014-0524,HIGH,CRITICAL
CVE-2014-0525,HIGH,CRITICAL
CVE-2014-0526,HIGH,CRITICAL
CVE-2014-0527,HIGH,CRITICAL
CVE-2014-0528,HIGH,CRITICAL
CVE-2014-0529,HIGH,CRITICAL
CVE-2014-0531,MEDIUM,MEDIUM
CVE-2014-0532,MEDIUM,MEDIUM
CVE-2014-0533,MEDIUM,MEDIUM
CVE-2014-0534,HIGH,CRITICAL
CVE-2014-0535,HIGH,CRITICAL
CVE-2014-0536,HIGH,CRITICAL
CVE-2014-0537,HIGH,CRITICAL
CVE-2014-0538,HIGH,CRITICAL
CVE-2014-0539,HIGH,CRITICAL
CVE-2014-0540,HIGH,CRITICAL
CVE-2014-0541,HIGH,CRITICAL
CVE-2014-0542,HIGH,CRITICAL
CVE-2014-0543,HIGH,CRITICAL
CVE-2014-0544,HIGH,CRITICAL
CVE-2014-0545,HIGH,CRITICAL
CVE-2014-0546,HIGH,CRITICAL
CVE-2014-0547,HIGH,CRITICAL
CVE-2014-0548,HIGH,CRITICAL
CVE-2014-0549,HIGH,CRITICAL
CVE-2014-0550,HIGH,CRITICAL
CVE-2014-0551,HIGH,CRITICAL
CVE-2014-0552,HIGH,CRITICAL
CVE-2014-0553,HIGH,CRITICAL
CVE-2014-0554,HIGH,CRITICAL
CVE-2014-0555,HIGH,CRITICAL
CVE-2014-0556,HIGH,CRITICAL
CVE-2014-0557,HIGH,CRITICAL
CVE-2014-0558,HIGH,CRITICAL
CVE-2014-0559,HIGH,CRITICAL
CVE-2014-0560,HIGH,CRITICAL
CVE-2014-0561,HIGH,CRITICAL
CVE-2014-0562,MEDIUM,MEDIUM
CVE-2014-0563,HIGH,HIGH
CVE-2014-0564,HIGH,CRITICAL
CVE-2014-0565,HIGH,CRITICAL
CVE-2014-0566,HIGH,CRITICAL
CVE-2014-0567,HIGH,CRITICAL
CVE-2014-0568,HIGH,CRITICAL
CVE-2014-0569,HIGH,CRITICAL
CVE-2014-0570,MEDIUM,HIGH
CVE-2014-0571,MEDIUM,MEDIUM
CVE-2014-0572,MEDIUM,HIGH
CVE-2014-0573,HIGH,CRITICAL
CVE-2014-0574,HIGH,CRITICAL
CVE-2014-0576,HIGH,CRITICAL
CVE-2014-0577,HIGH,CRITICAL
CVE-2014-0578,MEDIUM,HIGH
CVE-2014-0580,HIGH,CRITICAL
CVE-2014-0581,HIGH,CRITICAL
CVE-2014-0582,HIGH,CRITICAL
CVE-2014-0583,HIGH,CRITICAL
CVE-2014-0584,HIGH,CRITICAL
CVE-2014-0585,HIGH,CRITICAL
CVE-2014-0586,HIGH,CRITICAL
CVE-2014-0587,HIGH,CRITICAL
CVE-2014-0588,HIGH,CRITICAL
CVE-2014-0589,HIGH,CRITICAL
CVE-2014-0590,HIGH,CRITICAL
CVE-2014-0591,LOW,MEDIUM
CVE-2014-0592,HIGH,CRITICAL
CVE-2014-0595,LOW,MEDIUM
CVE-2014-0598,HIGH,CRITICAL
CVE-2014-0599,MEDIUM,MEDIUM
CVE-2014-0600,HIGH,HIGH
CVE-2014-0602,HIGH,CRITICAL
CVE-2014-0603,HIGH,CRITICAL
CVE-2014-0604,HIGH,CRITICAL
CVE-2014-0605,HIGH,CRITICAL
CVE-2014-0607,HIGH,CRITICAL
CVE-2014-0609,HIGH,CRITICAL
CVE-2014-0610,HIGH,CRITICAL
CVE-2014-0611,MEDIUM,MEDIUM
CVE-2014-0612,MEDIUM,MEDIUM
CVE-2014-0613,HIGH,MEDIUM
CVE-2014-0614,HIGH,MEDIUM
CVE-2014-0615,HIGH,HIGH
CVE-2014-0616,HIGH,MEDIUM
CVE-2014-0617,HIGH,MEDIUM
CVE-2014-0618,HIGH,HIGH
CVE-2014-0619,MEDIUM,HIGH
CVE-2014-0620,MEDIUM,MEDIUM
CVE-2014-0621,MEDIUM,HIGH
CVE-2014-0622,HIGH,HIGH
CVE-2014-0623,MEDIUM,MEDIUM
CVE-2014-0624,LOW,LOW
CVE-2014-0625,MEDIUM,HIGH
CVE-2014-0626,MEDIUM,HIGH
CVE-2014-0627,MEDIUM,HIGH
CVE-2014-0628,MEDIUM,HIGH
CVE-2014-0629,HIGH,HIGH
CVE-2014-0630,MEDIUM,MEDIUM
CVE-2014-0632,HIGH,HIGH
CVE-2014-0633,HIGH,HIGH
CVE-2014-0634,MEDIUM,HIGH
CVE-2014-0635,HIGH,HIGH
CVE-2014-0636,MEDIUM,HIGH
CVE-2014-0637,MEDIUM,MEDIUM
CVE-2014-0638,MEDIUM,MEDIUM
CVE-2014-0639,MEDIUM,MEDIUM
CVE-2014-0640,MEDIUM,MEDIUM
CVE-2014-0641,MEDIUM,HIGH
CVE-2014-0642,MEDIUM,MEDIUM
CVE-2014-0643,HIGH,HIGH
CVE-2014-0644,HIGH,HIGH
CVE-2014-0645,MEDIUM,MEDIUM
CVE-2014-0646,MEDIUM,HIGH
CVE-2014-0647,LOW,MEDIUM
CVE-2014-0648,HIGH,CRITICAL
CVE-2014-0649,HIGH,HIGH
CVE-2014-0650,HIGH,CRITICAL
CVE-2014-0651,MEDIUM,MEDIUM
CVE-2014-0652,MEDIUM,MEDIUM
CVE-2014-0653,MEDIUM,MEDIUM
CVE-2014-0654,MEDIUM,MEDIUM
CVE-2014-0655,MEDIUM,MEDIUM
CVE-2014-0656,MEDIUM,MEDIUM
CVE-2014-0657,MEDIUM,MEDIUM
CVE-2014-0658,MEDIUM,MEDIUM
CVE-2014-0659,HIGH,CRITICAL
CVE-2014-0660,HIGH,MEDIUM
CVE-2014-0661,HIGH,HIGH
CVE-2014-0662,HIGH,MEDIUM
CVE-2014-0663,MEDIUM,MEDIUM
CVE-2014-0664,MEDIUM,MEDIUM
CVE-2014-0665,MEDIUM,MEDIUM
CVE-2014-0666,MEDIUM,MEDIUM
CVE-2014-0667,MEDIUM,MEDIUM
CVE-2014-0668,MEDIUM,MEDIUM
CVE-2014-0669,MEDIUM,MEDIUM
CVE-2014-0670,MEDIUM,MEDIUM
CVE-2014-0671,MEDIUM,MEDIUM
CVE-2014-0672,MEDIUM,MEDIUM
CVE-2014-0673,MEDIUM,MEDIUM
CVE-2014-0674,MEDIUM,HIGH
CVE-2014-0675,MEDIUM,HIGH
CVE-2014-0676,MEDIUM,HIGH
CVE-2014-0677,MEDIUM,HIGH
CVE-2014-0678,MEDIUM,MEDIUM
CVE-2014-0679,HIGH,HIGH
CVE-2014-0680,MEDIUM,MEDIUM
CVE-2014-0681,MEDIUM,MEDIUM
CVE-2014-0682,MEDIUM,MEDIUM
CVE-2014-0683,HIGH,CRITICAL
CVE-2014-0684,MEDIUM,MEDIUM
CVE-2014-0685,MEDIUM,HIGH
CVE-2014-0686,MEDIUM,HIGH
CVE-2014-0694,MEDIUM,HIGH
CVE-2014-0701,HIGH,HIGH
CVE-2014-0703,HIGH,CRITICAL
CVE-2014-0704,HIGH,MEDIUM
CVE-2014-0705,HIGH,MEDIUM
CVE-2014-0706,HIGH,HIGH
CVE-2014-0707,HIGH,HIGH
CVE-2014-0708,MEDIUM,HIGH
CVE-2014-0709,HIGH,HIGH
CVE-2014-0710,HIGH,MEDIUM
CVE-2014-0718,HIGH,MEDIUM
CVE-2014-0719,HIGH,HIGH
CVE-2014-0720,HIGH,MEDIUM
CVE-2014-0721,HIGH,CRITICAL
CVE-2014-0722,MEDIUM,HIGH
CVE-2014-0723,MEDIUM,MEDIUM
CVE-2014-0724,MEDIUM,MEDIUM
CVE-2014-0725,MEDIUM,HIGH
CVE-2014-0726,HIGH,CRITICAL
CVE-2014-0727,HIGH,CRITICAL
CVE-2014-0728,HIGH,CRITICAL
CVE-2014-0729,HIGH,CRITICAL
CVE-2014-0730,MEDIUM,HIGH
CVE-2014-0731,MEDIUM,HIGH
CVE-2014-0732,MEDIUM,HIGH
CVE-2014-0733,MEDIUM,HIGH
CVE-2014-0734,HIGH,CRITICAL
CVE-2014-0735,MEDIUM,MEDIUM
CVE-2014-0736,MEDIUM,HIGH
